GO:0005730	600	657	0.542137060537	0.652893892436
GO:0005623	600	6	0.187139930917	0.61900485046
GO:0005622	600	280	0.303168385432	0.505836316809
GO:0051082	600	85	0.228079459173	0.560688230908
GO:0042254	600	10	0.151693769074	0.664948993515
GO:0005635	600	113	0.246527251324	0.601968411154
GO:0005654	600	2910	0.608932772437	0.695733331825
GO:0005794	600	640	0.379900408197	0.534099358268
GO:0005615	600	1030	0.618483529692	0.587276730023
GO:0003735	600	137	0.523995711713	0.753638571115
GO:0005783	600	678	0.442022551315	0.542287368592
GO:0005576	600	1202	0.612303595617	0.581090297209
GO:0005578	600	92	0.2187305186	0.586145041316
GO:0005777	600	93	0.358530558772	0.659719022298
GO:0005886	600	3557	0.529841772245	0.509443221924
GO:0000228	600	25	0.129491410136	0.64098614821
GO:0005811	600	59	0.150345195185	0.565642001302
GO:0006412	600	153	0.586384641811	0.802117301674
GO:0042393	600	90	0.227911950911	0.631475496375
GO:0005739	600	911	0.451025175341	0.565158870298
GO:0003924	600	148	0.377398988247	0.571591072818
GO:0003729	600	95	0.245133253084	0.662834192759
GO:0030674	600	59	0.114006858449	0.562848152325
GO:0005829	600	4470	0.542619973256	0.586193524117
GO:0005768	600	188	0.252916677943	0.526897113915
GO:0000278	600	86	0.289690756318	0.685271155746
GO:0005840	600	33	0.433626635884	0.748400884468
GO:0005198	600	105	0.499693746677	0.524448342585
GO:0009790	600	31	0.213921748406	0.629325171974
GO:0008135	600	27	0.335057649719	0.715187528652
GO:0006605	600	19	0.201230323929	0.646472259715
GO:0006457	600	117	0.239001024709	0.585261715281
GO:0005634	600	3654	0.555389041579	0.551166390368
GO:0005929	600	119	0.293014773788	0.579805798531
GO:0006397	600	50	0.142791723899	0.590686307011
GO:0032182	600	6	0.199560139985	0.785254646068
GO:0007049	600	16	0.53733993265	0.673897364385
GO:0005694	600	45	0.526420223999	0.719825771662
GO:0019843	600	21	0.25035449417	0.650742281801
GO:0005764	600	172	0.367064679811	0.597701643013
GO:0005815	600	71	0.0971171679106	0.521912737506
GO:0030198	600	143	0.301774011135	0.592946273957
GO:0006914	600	46	0.100842084713	0.486151782125
GO:0016874	600	5	0.0544000746048	0.854967105766
GO:0016791	600	30	0.289089499815	0.653962659752
GO:0007059	600	47	0.374519036548	0.659592802921
GO:0043473	600	10	0.0436451791268	0.656518411783
GO:0003723	600	1190	0.701628974037	0.734411804261
GO:0007568	600	16	0.281239545478	0.798740785294
GO:0031410	600	124	0.339520242414	0.528671903328
